,Gia,Nha_ve_sinh,So_phong,Huong,Chieu_dai,Rong,Giay_to,Dien_tich,Dien_tich_su_dung,Hem_rong,Duong_mat_tien,Duong,Phuong,Quan,So_lau,Tang_thuong,Gac_lung,Tang_ham,Gan_cho,Gan_truong,Gan_congvien,Gan_mat_tien,Di_chuyen,Thoang,an_ninh,2_duong_chinh,2_hem,binned
797,6900,6,5,Đ.Nam,21.85,3.71,Sổ hồng,84.2,201.0,7.0,0,thống nhất,Phường 16,Quận Gò Vấp,3,0,0,0,1,0,0,0,0,1,1,0,0,"(4000.0, 10000.0]"
798,8300,2,4,Đ.Bắc,29.66,3.96,Sổ hồng,107.3,107.3,10.0,1,lương văn can,Phường 15,Quận 8,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
799,7200,2,4,Đông,8.55,5.0,Sổ hồng,62.5,116.0,3.0,0,ba đình,Phường 9,Quận 8,1,0,0,0,1,1,1,1,1,0,0,0,0,"(4000.0, 10000.0]"
800,5500,2,2,Đ.Bắc,7.0,5.02,Sổ hồng,33.7,67.4,3.0,0,trần quý,Phường 4,Quận 11,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
801,7500,4,5,Đông,10.0,4.72,Sổ hồng,46.8,97.9,5.0,0,chu văn an,Phường 12,Quận Bình Thạnh,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
803,6200,8,7,T.Bắc,8.87,5.21,Sổ hồng,39.6,162.4,32.0,0,hoàng hoa thám,Phường 5,Quận Bình Thạnh,2,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
804,4300,2,3,Nam,11.2,5.0,Sổ hồng,55.9,100.5,6.0,0,hương lộ 2,Phường Bình Trị Đông,Quận Bình Tân,1,0,0,0,1,1,1,1,1,1,1,0,1,"(4000.0, 10000.0]"
805,12700,6,5,T.Bắc,18.91,4.1,Sổ hồng,89.8,306.6,7.0,1,số 30,Phường 6,Quận Gò Vấp,3,1,1,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
806,3600,2,2,Bắc,11.07,3.65,Sổ hồng,26.5,53.0,8.0,1,bình đức,Phường 15,Quận 8,1,0,0,0,1,1,0,1,1,1,1,0,0,"(900.0, 4000.0]"
807,7400,3,3,Đ.Bắc,7.0,4.75,Sổ hồng,48.2,139.5,3.0,0,nguyễn đình chiểu,Phường 3,Quận Phú Nhuận,3,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
809,6800,3,4,Đ.Bắc,13.0,3.3,Sổ hồng,38.0,188.5,4.0,0,nguyễn duy dương,Phường 4,Quận 10,2,0,1,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
810,8200,4,4,Đ.Bắc,14.39,6.51,Sổ hồng,90.3,175.9,10.0,0,số 5,Phường Bình Hưng Hòa,Quận Bình Tân,2,0,0,0,1,0,0,0,1,0,1,0,0,"(4000.0, 10000.0]"
811,2400,2,2,Đ.Bắc,8.84,3.0,Sổ hồng,23.9,37.2,2.5,0,mễ cốc,Phường 15,Quận 8,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
812,14000,2,2,Nam,16.0,4.15,Sổ hồng,63.9,127.8,12.0,1,đỗ thừa luông,Phường Tân Quý,Quận Tân Phú,1,0,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
813,12900,4,5,Bắc,8.85,3.5,Sổ hồng,31.0,45.4,20.0,1,bà hom,Phường 13,Quận 6,2,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
814,4300,4,4,Đ.Bắc,13.7,4.0,Sổ hồng,54.5,175.0,5.0,0,dương thị mười,Phường Tân Thới Hiệp,Quận 12,3,1,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
815,6000,3,3,Tây,8.0,3.8,Sổ hồng,33.4,90.0,2.0,0,lý thái tổ,Phường 9,Quận 10,2,1,0,0,1,1,0,1,1,0,0,0,0,"(4000.0, 10000.0]"
817,2900,2,2,T.Bắc,12.54,5.29,Sổ hồng,50.0,83.4,6.0,0,huỳnh tấn phát,Xã Phú Xuân,Huyện Nhà Bè,1,0,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
818,4800,2,3,Nam,7.5,3.4,Sổ hồng,20.2,48.6,3.15,0,trần khắc chân,Phường Tân Định,Quận 1,1,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
819,3500,3,2,Bắc,8.61,2.33,Sổ hồng,21.0,38.7,7.0,1,bến phú lâm,Phường 9,Quận 6,2,0,0,0,1,1,1,0,0,0,0,0,0,"(900.0, 4000.0]"
820,4800,2,3,Đ.Bắc,11.09,3.98,Sổ hồng,42.6,77.3,4.0,0,dương bá trạc,Phường 1,Quận 8,1,0,0,0,1,1,0,1,1,0,1,0,1,"(4000.0, 10000.0]"
821,2800,2,2,Đ.Nam,6.5,2.5,Sổ hồng,16.5,40.0,2.0,0,điện biên phủ,Phường 11,Quận 10,1,0,1,0,1,1,1,0,1,1,1,0,0,"(900.0, 4000.0]"
823,6500,2,4,T.Bắc,24.7,4.0,Sổ hồng,102.4,130.4,6.0,1,số 79,Phường Phước Long B,Quận 9,1,0,0,0,0,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
824,17500,7,7,Đ.Nam,10.6,9.8,Sổ hồng,65.4,273.1,20.0,1,trương quốc dung,Phường 10,Quận Phú Nhuận,2,1,1,0,1,0,1,0,0,0,0,0,0,"(10000.0, 20000.0]"
825,4800,4,5,T.Nam,9.0,3.82,Sổ hồng,33.3,242.9,5.0,1,xóm chiếu,Phường 15,Quận 4,2,1,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
826,3000,2,1,Đ.Bắc,5.93,5.3,Sổ hồng,26.1,28.2,2.2,0,phạm thế hiển,Phường 4,Quận 8,1,0,0,0,1,1,0,1,1,0,1,0,0,"(900.0, 4000.0]"
828,4300,2,2,Đ.Nam,11.04,4.35,Sổ hồng,43.7,40.8,1.38,0,tân hòa đông,Phường 14,Quận 6,1,0,0,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
829,6000,2,4,Đông,16.3,6.0,Sổ hồng,97.8,161.1,4.0,0,số 3b,Xã Phong Phú,Huyện Bình Chánh,1,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
830,3400,6,6,Tây,19.65,3.93,Sổ hồng,78.4,48.5,6.0,0,ấp đông lân,Xã Bà Điểm,Huyện Hóc Môn,1,0,0,0,1,1,0,0,1,0,0,0,0,"(900.0, 4000.0]"
831,20000,2,4,T.Nam,30.59,4.14,Sổ hồng,107.2,120.8,32.0,1,nguyễn hữu cảnh,Phường 22,Quận Bình Thạnh,1,0,0,0,1,0,1,0,1,0,0,0,0,"(10000.0, 20000.0]"
832,4900,2,3,Đ.Bắc,11.0,3.37,Sổ hồng,20.5,142.0,15.0,1,ngô tất tố,Phường 19,Quận Bình Thạnh,2,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
833,8200,4,9,T.Nam,26.16,3.99,Sổ hồng,102.5,209.5,3.0,0,âu cơ,Phường 10,Quận Tân Bình,1,0,1,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
834,7500,4,2,Nam,14.0,3.8,Sổ hồng,45.6,118.3,3.8,0,nguyễn văn luông,Phường 12,Quận 6,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
835,4500,2,2,Đông,10.8,5.19,Sổ hồng,49.4,61.9,4.0,0,36,Phường Bình Trưng Tây,Quận 2,1,0,0,0,1,1,1,0,1,1,0,0,0,"(4000.0, 10000.0]"
836,4500,1,2,Đ.Nam,8.82,3.63,Sổ hồng,41.7,68.5,10.0,1,ba đình,Phường 9,Quận 8,1,0,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
837,5400,4,4,Tây,12.0,4.0,Sổ hồng,48.2,166.6,6.0,0,lê văn quới,Phường Bình Hưng Hòa A,Quận Bình Tân,2,1,0,0,1,0,1,1,1,1,0,0,0,"(4000.0, 10000.0]"
838,3000,2,3,Đ.Nam,6.3,3.5,Sổ hồng,22.1,44.2,1.88,0,số 2,Phường Hiệp Bình Chánh,Quận Thủ Đức,1,0,1,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
839,6900,2,4,Đ.Bắc,11.77,3.5,Sổ hồng,41.2,168.2,4.1,0,bà hom,Phường 13,Quận 6,2,0,1,0,1,1,0,0,0,1,1,0,0,"(4000.0, 10000.0]"
840,7900,6,5,T.Bắc,20.2,4.0,Sổ hồng,80.4,255.1,5.0,1,số 17,Phường Bình Hưng Hòa A,Quận Bình Tân,3,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
841,3600,2,2,Đông,10.0,3.0,Sổ hồng,30.0,60.0,3.0,0,điện biên phủ,Phường 25,Quận Bình Thạnh,1,0,0,0,1,1,0,1,1,0,1,0,0,"(900.0, 4000.0]"
842,5600,6,4,Đ.Bắc,10.63,6.8,Sổ hồng,64.1,179.5,4.0,0,số 10,Phường Bình Trưng Tây,Quận 2,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
843,11000,2,5,T.Nam,7.8,9.15,Sổ hồng,60.6,120.2,3.0,0,trần bình trọng,Phường 3,Quận 5,2,0,1,0,1,1,0,1,0,0,0,0,0,"(10000.0, 20000.0]"
844,6200,3,4,Đ.Bắc,14.0,3.2,Sổ hồng,39.6,127.8,3.0,0,phan đăng lưu,Phường 3,Quận Phú Nhuận,2,1,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
845,15800,4,4,Tây,11.0,4.2,Sổ hồng,34.2,175.3,40.0,1,sư vạn hạnh,Phường 10,Quận 10,2,1,1,0,1,1,0,0,0,0,1,0,0,"(10000.0, 20000.0]"
846,7800,4,3,T.Bắc,14.4,4.8,Sổ hồng,68.6,164.5,4.0,0,lâm văn bền,Phường Tân Kiểng,Quận 7,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
847,5000,2,4,T.Bắc,11.33,2.3,Sổ hồng,31.8,32.6,12.0,1,trần bình trọng,Phường 1,Quận 10,2,0,0,0,1,1,1,0,0,0,0,0,0,"(4000.0, 10000.0]"
848,3800,2,1,Đ.Nam,6.2,4.29,Sổ hồng,23.9,101.6,8.0,0,cô bắc,Phường Cô Giang,Quận 1,1,0,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
849,9700,5,4,Nam,24.6,3.98,Sổ hồng,79.1,274.7,5.0,0,lâm văn bền,Phường Tân Kiểng,Quận 7,2,1,1,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
850,3800,3,2,T.Bắc,13.1,3.1,Sổ hồng,39.2,110.3,6.0,0,số 5,Phường Bình Hưng Hòa,Quận Bình Tân,2,1,1,0,1,1,1,0,1,1,1,0,0,"(900.0, 4000.0]"
851,9500,2,2,Đ.Nam,23.5,5.0,Sổ hồng,117.5,475.3,12.0,1,nguyễn duy trinh,Phường Phú Hữu,Quận 9,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
853,12500,4,4,T.Bắc,16.15,4.13,Sổ hồng,59.8,225.3,6.0,0,trần quang diệu,Phường 14,Quận 3,3,0,0,0,1,1,0,0,1,0,0,0,0,"(10000.0, 20000.0]"
854,5000,3,3,Bắc,13.0,4.0,Sổ hồng,50.8,95.0,2.0,0,phan huy ích,Phường 15,Quận Tân Bình,1,0,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
855,10500,5,3,Tây,14.05,4.98,Sổ hồng,70.1,161.4,6.0,0,lê lư,Phường Phú Thọ Hòa,Quận Tân Phú,2,0,0,0,1,1,0,1,0,0,0,0,0,"(10000.0, 20000.0]"
856,3400,2,2,T.Bắc,12.91,2.85,Sổ hồng,35.9,56.1,3.0,0,đoàn văn bơ,Phường 16,Quận 4,1,0,0,0,1,1,1,1,1,0,1,0,0,"(900.0, 4000.0]"
857,2200,2,2,Đông,6.22,3.07,Sổ hồng,17.6,27.2,2.0,0,thích bửu đăng,Phường 1,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
858,5000,2,3,T.Nam,18.33,6.7,Sổ hồng,116.2,232.4,3.0,0,thạnh lộc 15,Phường Thạnh Lộc,Quận 12,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
859,6500,3,2,Đ.Nam,15.92,3.56,Sổ hồng,57.6,96.7,4.0,0,trần xuân soạn,Phường Tân Kiểng,Quận 7,2,1,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
860,2700,1,1,Đ.Nam,7.12,2.86,Sổ hồng,25.9,47.8,2.0,0,tôn đản,Phường 8,Quận 4,1,0,0,0,1,1,0,1,0,0,1,0,0,"(900.0, 4000.0]"
862,3500,2,2,Bắc,13.2,2.3,Sổ hồng,23.6,74.8,3.0,0,tôn thất thuyết,Phường 16,Quận 4,2,1,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
865,20500,1,2,T.Bắc,18.34,3.9,Sổ hồng,67.3,137.7,10.0,1,an bình,Phường 7,Quận 5,1,0,0,0,1,1,1,1,1,1,1,0,1,"(20000.0, 50000.0]"
866,15000,4,4,Đ.Nam,17.1,6.97,Sổ hồng,108.2,216.5,4.6,0,quang trung,Phường 10,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,0,0,0,1,"(10000.0, 20000.0]"
867,5200,4,3,Bắc,19.8,3.8,Sổ hồng,73.5,116.0,4.0,0,huỳnh tấn phát,Phường Phú Thuận,Quận 7,1,0,1,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
868,5800,3,3,Đ.Nam,13.0,4.2,Sổ hồng,49.3,60.4,3.5,0,nguyễn trọng tuyển,Phường 2,Quận Tân Bình,1,0,0,0,1,1,1,0,1,1,1,0,0,"(4000.0, 10000.0]"
869,3500,2,1,T.Nam,6.61,6.54,Sổ hồng,39.4,158.8,16.0,1,nguyễn duy trinh,Phường Bình Trưng Tây,Quận 2,1,0,0,0,1,1,0,1,0,1,0,0,0,"(900.0, 4000.0]"
870,12000,13,12,T.Bắc,24.0,4.0,Sổ hồng,96.0,205.5,8.0,0,quang trung,Phường 11,Quận Gò Vấp,3,0,0,1,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
871,5100,3,3,T.Bắc,12.91,4.0,Sổ hồng,51.4,221.1,3.0,0,kha vạn cân,Phường Linh Đông,Quận Thủ Đức,2,0,0,0,1,1,0,0,1,1,0,0,0,"(4000.0, 10000.0]"
872,3200,2,1,Tây,7.68,3.6,Sổ hồng,34.5,129.1,3.0,0,hậu giang,Phường 11,Quận 6,1,0,0,0,1,1,1,0,1,0,0,0,0,"(900.0, 4000.0]"
874,17000,5,4,Đ.Nam,22.0,9.0,Sổ hồng,198.0,339.6,5.25,0,số 27,Phường Hiệp Bình Chánh,Quận Thủ Đức,2,0,1,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
875,2600,1,2,Đ.Nam,5.65,4.42,Sổ hồng,25.3,35.2,3.58,0,lê đức thọ,Phường 16,Quận Gò Vấp,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
876,17000,6,6,Đ.Nam,21.44,3.93,Sổ đỏ,91.9,54.3,1.5,0,phan văn trị,Phường 12,Quận Bình Thạnh,1,0,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
877,5800,2,3,T.Nam,9.2,3.0,Sổ hồng,24.1,48.2,1.7,0,võ văn kiệt,Phường Cầu Kho,Quận 1,1,0,0,0,1,1,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
879,29000,4,8,Đ.Nam,19.0,4.05,Sổ hồng,95.5,288.6,6.0,0,ba tháng hai,Phường 12,Quận 11,4,1,0,0,1,1,1,1,1,0,0,0,0,"(20000.0, 50000.0]"
880,2700,2,2,Đ.Bắc,6.45,3.86,Sổ hồng,24.5,164.7,3.62,0,đoàn văn bơ,Phường 16,Quận 4,1,0,1,0,1,1,0,0,0,1,0,0,0,"(900.0, 4000.0]"
881,4800,3,3,Bắc,12.3,3.5,Sổ hồng,42.9,134.9,3.0,0,phạm thế hiển,Phường 6,Quận 8,2,0,0,0,1,1,0,1,0,1,0,0,0,"(4000.0, 10000.0]"
882,9200,3,2,T.Bắc,8.58,4.14,Sổ hồng,34.7,71.4,3.5,0,trần quang diệu,Phường 14,Quận 3,2,1,1,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
883,8100,3,3,Đ.Bắc,23.24,4.2,Sổ hồng,98.9,194.7,1.7,0,nguyễn văn nghi,Phường 7,Quận Gò Vấp,2,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
884,4200,2,3,T.Nam,13.31,2.84,Sổ hồng,40.5,64.8,3.4,0,bùi minh trực,Phường 5,Quận 8,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
885,12900,6,6,T.Nam,6.4,8.55,Sổ hồng,55.0,102.8,6.0,1,trần hưng đạo,Phường 1,Quận 5,2,1,0,0,1,1,0,1,1,1,1,0,0,"(10000.0, 20000.0]"
887,7200,1,2,Tây,9.9,4.3,Sổ hồng,97.5,14.2,4.0,0,hồng bàng,Phường 1,Quận 11,1,0,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
888,9500,6,6,Đông,20.0,4.0,Sổ hồng,79.3,86.7,2.0,0,số 32b,Phường Bình Trị Đông B,Quận Bình Tân,2,1,0,0,1,1,1,1,1,0,1,0,0,"(4000.0, 10000.0]"
889,20000,6,8,Tây,17.1,7.66,Sổ hồng,95.3,227.2,10.0,1,mai xuân thưởng,Phường 2,Quận 6,2,0,0,0,1,1,0,0,1,1,0,0,0,"(10000.0, 20000.0]"
891,2200,1,2,Đ.Nam,5.08,3.5,Sổ hồng,15.3,30.6,1.3,0,huỳnh văn bánh,Phường12,Quận Phú Nhuận,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
892,7000,4,4,Đông,16.72,4.0,Sổ hồng,67.0,245.2,7.0,0,an dương vương,Phường Bình Trị Đông,Quận Bình Tân,3,1,0,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
893,3700,2,2,Đông,10.0,4.0,Sổ hồng,16.4,32.7,12.0,1,số 8,Phường Bình Hưng Hòa A,Quận Bình Tân,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
894,10600,5,4,T.Bắc,22.55,4.0,Sổ hồng,90.2,220.4,8.0,0,trần bá giao,Phường 5,Quận Gò Vấp,3,0,0,0,1,1,0,1,0,1,1,0,0,"(10000.0, 20000.0]"
895,2700,1,2,T.Nam,8.0,4.0,Sổ hồng,28.9,57.8,4.5,0,thới an 15,Phường Thới An,Quận 12,1,0,0,0,1,1,0,0,0,0,0,0,0,"(900.0, 4000.0]"
897,4300,3,3,Đ.Nam,4.3,5.6,Sổ hồng,13.8,70.0,2.0,0,hoàng hoa thám,Phường 5,Quận Phú Nhuận,3,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
898,4400,2,2,T.Bắc,12.85,4.0,Sổ hồng,36.4,70.2,5.0,0,nguyễn phúc chu,Phường 15,Quận Tân Bình,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
899,2600,2,2,T.Nam,8.05,3.98,Sổ hồng,32.3,64.6,3.0,0,số 13a,Phường Bình Hưng Hòa A,Quận Bình Tân,1,0,0,0,1,1,0,1,1,0,1,0,0,"(900.0, 4000.0]"
900,20000,4,4,T.Bắc,17.05,3.96,Sổ hồng,80.0,244.1,8.0,1,hồ văn huê,Phường 9,Quận Phú Nhuận,2,1,0,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
901,4500,2,2,Đ.Bắc,12.75,2.9,Sổ hồng,36.3,72.0,2.65,0,bạch đằng,Phường 15,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,0,0,0,0,"(4000.0, 10000.0]"
902,1200,1,1,Đ.Nam,3.42,1.6,Sổ hồng,7.6,23.0,2.0,0,âu cơ,Phường Phú Trung,Quận Tân Phú,1,0,0,0,1,1,0,1,0,1,1,0,0,"(900.0, 4000.0]"
903,6000,8,8,T.Bắc,16.6,4.52,Sổ hồng,80.1,146.4,4.0,0,nguyễn thị định,Phường Bình Trưng Tây,Quận 2,1,0,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
904,9000,4,3,Đ.Bắc,15.98,2.97,Sổ hồng,48.1,145.7,6.0,0,thành thái,Phường 14,Quận 10,2,1,1,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
905,9200,2,4,Bắc,15.0,12.99,Sổ hồng,165.3,107.2,2.0,0,số 17,Phường Linh Trung,Quận Thủ Đức,1,0,0,0,1,1,1,1,0,0,0,0,0,"(4000.0, 10000.0]"
907,8400,3,4,Bắc,12.0,4.0,Sổ hồng,44.8,91.3,15.0,1,100 bình thới,Phường 14,Quận 11,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
908,5200,3,3,Đ.Bắc,7.3,6.32,Sổ hồng,46.0,122.4,3.5,0,lê đức thọ,Phường 13,Quận Gò Vấp,2,1,1,0,1,1,0,0,0,0,1,0,0,"(4000.0, 10000.0]"
909,4200,4,3,Nam,12.69,5.77,Sổ hồng,41.7,146.2,4.0,0,mễ cốc,Phường 15,Quận 8,2,0,0,0,1,1,0,1,1,0,1,0,0,"(4000.0, 10000.0]"
910,4000,2,2,Đông,9.0,3.4,Sổ hồng,26.4,45.1,3.84,0,bùi đình túy,Phường 12,Quận Bình Thạnh,1,0,0,0,1,1,1,1,1,1,1,1,1,"(900.0, 4000.0]"
911,22000,2,3,Đ.Nam,30.0,5.5,Sổ hồng,152.0,351.3,5.0,0,xô viết nghệ tĩnh,Phường 26,Quận Bình Thạnh,2,1,0,0,1,1,1,1,1,1,1,1,1,"(20000.0, 50000.0]"
912,4800,4,3,T.Nam,6.95,3.3,Sổ hồng,22.7,78.6,3.0,0,trần phú,Phường 4,Quận 5,2,0,1,0,1,1,0,1,1,1,0,0,0,"(4000.0, 10000.0]"
913,9300,2,2,T.Bắc,27.84,3.95,Sổ hồng,108.9,219.5,3.0,0,phạm thế hiển,Phường 7,Quận 8,1,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
914,7200,3,4,Bắc,18.5,4.0,Sổ hồng,80.6,158.8,4.0,0,số 30,Phường Linh Đông,Quận Thủ Đức,2,0,0,0,1,1,0,1,1,1,1,0,0,"(4000.0, 10000.0]"
915,7800,3,3,Đ.Nam,11.3,3.45,Sổ hồng,39.2,166.9,4.0,0,hàn hải nguyên,Phường 2,Quận 11,2,1,1,0,1,1,0,0,0,0,1,0,0,"(4000.0, 10000.0]"
916,2500,1,2,Đông,7.8,3.1,Sổ hồng,23.2,23.2,1.5,0,lưu hữu phước,Phường 15,Quận 8,1,0,0,0,1,1,0,1,1,0,1,0,0,"(900.0, 4000.0]"
917,33000,3,3,Nam,25.3,14.65,Sổ hồng,330.7,268.8,6.0,0,số 455,Phường Tăng Nhơn Phú A,Quận 9,1,0,1,0,0,0,1,1,1,1,1,0,0,"(20000.0, 50000.0]"
918,1800,3,2,T.Bắc,7.0,3.0,Sổ hồng,21.0,63.0,3.0,0,mễ cốc,Phường 15,Quận 8,2,0,0,0,1,1,1,1,1,0,0,0,0,"(900.0, 4000.0]"
919,7900,7,9,Đ.Bắc,20.78,4.47,Sổ hồng,93.1,254.5,4.0,0,âu dương lân,Phường 3,Quận 8,3,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
920,3300,2,2,Đ.Nam,11.31,3.6,Sổ hồng,46.6,53.6,2.0,0,lương văn can,Phường 15,Quận 8,1,0,0,0,0,0,1,1,1,1,0,0,0,"(900.0, 4000.0]"
921,4100,1,2,Tây,9.0,4.0,Sổ hồng,37.7,254.7,6.0,1,lê văn lương,Phường Tân Quy,Quận 7,1,0,0,0,1,1,0,1,0,1,1,0,0,"(4000.0, 10000.0]"
923,3900,5,4,T.Bắc,12.0,5.0,Sổ hồng,49.8,148.1,2.0,0,đỗ năng tế,Phường An Lạc A,Quận Bình Tân,2,1,0,0,1,1,0,1,0,0,0,0,0,"(900.0, 4000.0]"
924,2600,2,2,Đ.Nam,7.04,2.95,Sổ hồng,21.0,123.0,4.0,0,lâm văn bền,Phường Tân Kiểng,Quận 7,2,0,0,0,1,1,0,1,1,0,0,0,0,"(900.0, 4000.0]"
926,5700,3,2,T.Bắc,8.1,4.1,Sổ hồng,33.2,96.9,2.6,0,bùi thế mỹ,Phường 10,Quận Tân Bình,2,0,1,0,1,0,1,0,1,0,0,0,0,"(4000.0, 10000.0]"
927,15500,8,7,Bắc,20.15,3.5,Sổ hồng,71.0,349.4,10.0,1,dạ nam,Phường 2,Quận 8,3,1,0,1,1,1,0,0,1,0,0,0,0,"(10000.0, 20000.0]"
928,6000,2,2,Đ.Bắc,9.0,3.34,Sổ hồng,29.7,58.4,3.0,0,nguyễn đình chiểu,Phường 4,Quận 3,1,0,1,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
929,4800,5,5,Đ.Bắc,9.1,3.3,Sổ hồng,34.6,98.4,6.0,0,nguyễn văn khối,Phường 8,Quận Gò Vấp,2,1,0,0,1,1,1,1,1,1,1,1,1,"(4000.0, 10000.0]"
930,18300,14,14,Đ.Bắc,25.0,6.55,Sổ hồng,179.7,510.0,4.0,0,bành văn trân,Phường 7,Quận Tân Bình,2,1,1,0,1,1,1,1,1,1,1,1,1,"(10000.0, 20000.0]"
931,4900,5,4,T.Bắc,15.95,4.0,Sổ hồng,52.1,36.6,3.0,0,hồ học lãm,Phường Bình Trị Đông B,Quận Bình Tân,3,1,0,0,1,1,1,1,1,1,0,1,0,"(4000.0, 10000.0]"
934,8000,4,4,Đông,19.32,5.1,Sổ hồng,92.7,290.1,20.0,1,ngô sĩ liên,Phường 14,Quận 8,2,0,0,0,1,1,0,0,1,1,1,0,0,"(4000.0, 10000.0]"
935,3400,3,3,Nam,15.1,3.5,Sổ hồng,52.6,118.3,3.0,0,phú định,Phường 16,Quận 8,1,1,0,0,1,1,1,1,1,1,1,0,0,"(900.0, 4000.0]"
936,7000,3,4,Đ.Nam,14.3,3.53,Sổ hồng,44.2,140.5,5.0,0,tôn thất thuyết,Phường 4,Quận 4,2,1,0,0,1,1,1,1,1,1,1,0,0,"(4000.0, 10000.0]"
937,11000,6,5,T.Nam,25.26,3.0,Sổ hồng,76.6,199.4,13.8,1,trần văn đang,Phường 11,Quận 3,2,0,0,0,1,0,1,0,1,0,0,0,0,"(10000.0, 20000.0]"
938,7500,3,5,Nam,10.3,3.35,Sổ hồng,30.5,105.5,5.0,0,nguyễn thiện thuật,Phường 3,Quận 3,2,1,0,0,1,1,0,1,0,0,0,0,0,"(4000.0, 10000.0]"
939,3500,1,3,T.Nam,10.25,2.38,Sổ hồng,45.9,61.5,2.25,0,chu văn an,Phường 12,Quận Bình Thạnh,1,0,0,0,1,0,1,0,1,0,0,0,0,"(900.0, 4000.0]"
940,7900,2,2,Tây,14.88,3.03,Sổ hồng,45.3,126.8,20.0,1,quốc lộ 50 liên tỉnh 5,Phường 5,Quận 8,1,0,0,0,1,1,0,0,0,0,0,0,0,"(4000.0, 10000.0]"
